35650               ,FORKLIFT PSN WAREHOUSE                  
KLMOLV047           ,MOTOR FOR 43ABL02                       
KLMOLV048           ,MOTOR FOR 43ABL03                       
KLMOLV049           ,MOTOR FOR 43ABL04                       
KLMOLV050           ,MOTOR FOR 43ABL0B                       
KLMOLV051           ,MOTOR FOR 43ASC01                       
KLMOLV052           ,MOTOR FOR 43BBL01                       
KLMOLV053           ,MOTOR FOR 43BBL02                       
KLMOLV054           ,MOTOR FOR 43BBL03                       
KLMOLV055           ,MOTOR FOR 43BBL0B                       
KLMOLV056           ,MOTOR FOR 43BCP01                       
KLMOLV057           ,MOTOR FOR 43BFN01                       
KLMOLV058           ,MOTOR FOR 43BFN02                       
KLMOLV059           ,MOTOR FOR 43BFN03                       
KLMOLV060           ,MOTOR FOR 43BFN04                       
KLMOLV061           ,MOTOR FOR 43BMW01                       
KLMOLV062           ,MOTOR FOR 43BMW02                       
KLMOLV063           ,MOTOR FOR 43BRF01                       
KLMOLV064           ,MOTOR FOR 44ARF01                       
KLMOLV065           ,MOTOR FOR BREATHER VALVE                
KLMOLV066           ,MOTOR FOR 44BFN01                       
KLMOLV067           ,MOTOR FOR 44BWP01                       
KLMOLV068           ,MOTOR FOR 461CP01                       
KLMOLV069           ,MOTOR FOR 461CP02                       
KLMOLV070           ,MOTOR FOR 461FN01                       
KLMOLV071           ,MOTOR FOR 461FN02                       
KLMOLV072           ,MOTOR FOR 461FN03                       
KLMOLV073           ,MAIN MOTOR FOR 461KL01                  
KLMOLV074           ,INCHING MOTOR KILN 1                    
KLMOLV075           ,MOTOR FOR 471BL01                       
KLMOLV076           ,MOTOR FOR 471FN01                       
KLMOLV077           ,MOTOR FOR 471FN02                       
KLMOLV078           ,MOTOR FOR 471FN03                       
KLMOLV079           ,MOTOR FOR 471FN04                       
KLMOLV080           ,MOTOR FOR 471FN05                       
KLMOLV081           ,MOTOR FOR 471FN06                       
KLMOLV082           ,MOTOR FOR 471FN07                       
KLMOLV083           ,MOTOR FOR 471FN08                       
KLMOLV084           ,MOTOR FOR 471FN09                       
KLMOLV085           ,MOTOR FOR 471FN0A                       
KLMOLV086           ,MOTOR FOR 471FN0B                       
KLMOLV087           ,MOTOR FOR 471WP01                       
KLMOLV088           ,MOTOR FOR 471FN0D                       
KLMOLV089           ,MOTOR FOR 471GQ01                       
KLMOLV090           ,MOTOR FOR 471HC01                       
KLMOLV091           ,MOTOR FOR 491AF01                       
KLMOLV092           ,MOTOR FOR 491AF02                       
KLMOLV093           ,MOTOR FOR 491BE01                       
KLMOLV094           ,INCHING MOTOR FOR 491BE01               
KLMOLV095           ,MOTOR FOR 491BE02                       
KLMOLV096           ,INCHING MOTOR FOR 491BE02               
KLMOLV097           ,MOTOR FOR 491CV01                       
KLMOLV098           ,MOTOR FOR 491FN01                       
KLMOLV099           ,MOTOR FOR 491FN02                       
KLMOLV100           ,MOTOR FOR 491FN03                       
KLMOLV101           ,MOTOR FOR 481FN01                       
KLMOLV102           ,MOTOR FOR 48BFN02                       
KLMOLV103           ,MOTOR FOR 48ABL01                       
KLMOLV104           ,MOTOR FOR 48ABL02                       
KLMOLV105           ,MOTOR FOR 48ACP01                       
KLMOLV106           ,MOTOR FOR 48AFN01                       
KLMOLV107           ,"MOTOR 48AFN1,                           "
KLMOLV108           ,MOTOR FOR 48BBL01                       
KLMOLV109           ,MOTOR FOR 48BCP02                       
KLMOLV110           ,MOTOR FOR 48BFN01                       
KLMOLV111           ,MOTOR FOR 48BBFN02                      
KLMOLV112           ,MOTOR FOR 48BBFN03                      
KLMOLV113           ,MOTOR FOR 48BRF01                       
KLMOLV114           ,MOTOR FOR 48BRF02                       
KLMOLV115           ,MOTOR FOR 48BRF03                       
KLMOLV116           ,MOTOR FOR 48BRF04                       
KLMOLV117           ,MOTOR MAIN -410BE01                     
KLMOLV118           ,MOTOR INCHING -410BE01                  
KLMOLV119           ,MOTOR MAIN -410BE02                     
KLMOLV120           ,MOTOR INCHING -410BE02                  
KLMOLV121           ,MOTOR FOR 410BL01                       
KLMOLV122           ,MOTOR FOR 410BL02                       
KLMOLV123           ,MOTOR FOR 410BL03                       
KLMOLV124           ,MOTOR FOR 410BL04                       
KLMOLV125           ,MOTOR FOR 410BL05                       
KLMOLV126           ,MOTOR FOR 410BL06                       
KLMOLV127           ,MOTOR FOR 410BL07                       
KLMOLV128           ,MOTOR FOR 410BL08                       
KLMOLV129           ,MOTOR FOR 410CP01                       
KLMOLV130           ,MOTOR FOR 410FN01                       
KLMOLV131           ,MOTOR FOR 410FN02                       
KLMOLV132           ,MOTOR FOR 410FN03                       
KLMOLV133           ,MOTOR FOR 410FN04                       
KLMOLV134           ,MOTOR FOR 410FN05                       
KLMOLV135           ,MOTOR FOR 410FN06                       
KLMOLV136           ,MOTOR FOR 410PP01                       
KLMOLV137           ,MOTOR FOR 420CV01                       
KLMOLV138           ,MOTOR FOR 420CV02                       
KLMOLV139           ,MOTOR FOR 420CV03                       
KLMOLV140           ,MOTOR FOR 420CV04                       
KLMOLV141           ,MOTOR FOR 420CV05                       
KLMOLV142           ,MOTOR FOR 420CV06                       
KLMOLV143           ,MOTOR FOR 420CV07                       
KLMOLV145           ,MOTOR FOR 420FN02                       
KLMOLV146           ,MOTOR FOR 420FN03                       
KLMOLV147           ,MOTOR FOR 420RF01                       
KLMOLV148           ,MOTOR FOR 420RF02                       
KLMOLV149           ,MOTOR FOR 420RF03                       
KLMOLV150           ,MOTOR FOR 420RF04                       
KLMOLV151           ,MOTOR FOR 420RF1A                       
KLMOLV152           ,MOTOR FOR 420RF2A                       
KLMOLV153           ,MOTOR FOR 420RF3A                       
KLMOLV154           ,MOTOR FOR 420RF4A                       
KLMOLV155           ,MOTOR FOR 420RF5A                       
KLMOLV156           ,MOTOR FOR 420RF6A                       
KLMOLV158           ,MOTOR FOR 420RF8A                       
KLMOLV159           ,MOTOR FOR 420RF9A                       
KLMOLV160           ,MOTOR FOR 420RFAA                       
KLMOLV161           ,MOTOR FOR 420SC01                       
KLMOLV162           ,MOTOR FOR 420WP01                       
KLMOLV163           ,MOTOR FOR 420WP02                       
KLMOLV164           ,MOTOR MAIN -430BE01                     
KLMOLV165           ,MOTOR INCHING -430BE01                  
KLMOLV166           ,MOTOR FOR 430BL01                       
KLMOLV167           ,MOTOR FOR 430BL02                       
KLMOLV168           ,MOTOR FOR 430BL03                       
KLMOLV169           ,MOTOR FOR 430BL0B                       
KLMOLV170           ,MOTOR FOR 430430FN01                    
KLMOLV171           ,MOTOR FOR 430430FN02                    
KLMOLV172           ,MOTOR FOR 430430FN03                    
KLMOLV173           ,MOTOR FOR 430430FN05                    
KLMOLV174           ,MOTOR FOR 430430FN06                    
KLMOLV175           ,MOTOR FOR 440CP01                       
KLMOLV176           ,MOTOR IDF 440FN01                       
KLMOLV177           ,MOTOR BABY IDF 440FN0A                  
KLMOLV178           ,MOTOR 440RF01                           
KLMOLV179           ,MOTOR 440RF02                           
KLMOLV180           ,MOTOR 440RF1A                           
KLMOLV181           ,MOTOR 440SC01                           
KLMOLV182           ,MOTOR FOR 471GQ01                       
KLMOLV57            ,MOTOR FOR 420RF7A                       
KLMOMV01            ,MV MOTOR FOR 42CFN01                    
KLMOSR01            ,SLIP RING MOTOR FOR 42BFN02             
KLMOSR02            ,MOTOR FOR 471FN0C                       
KLMOSR03            ,MOTOR FOR 420FN01                       
KLMOSR04            ,MOTOR FOR 470FN07                       
KLRESTA01           ,RESISTANCE STARTER 42BFN02              
KLRESTA02           ,RESISTANCE STARTER 42CFN01              
KLRESTA03           ,RESISTANCE STARTER FOR 471FN0C          
KLRESTA04           ,RESISTANCE STARTER FOR 420FN01          
KLRESTA05           ,RESISTANCE STARTER FOR 470FN07          
KLSHELL01           ,KILN 1 SHELL/NOSERING/TYRE/INLET/OULET  
KLWP001             ,WATER PUMP 42AWP01                      
KLWP002             ,WATER PUMP 42AWP02                      
KLWP003             ,WATER PUMP 42BWP01                      
KLWP004             ,WATER PUMP 42BWP02                      
KLWP005             ,WATER PUMP 42BWP03                      
KLWP006             ,WATER PUMP 44BWP01                      
KLWP007             ,WATER PUMP 471WP01                      
KLWP08              ,WATER PUMP 420WP01                      
KLWP09              ,WATER PUMP 420WP02                      
KLWP10              ,WATER PUMP 440WP01                      
KU-000              ,KUANG DEPOT EQUIPMENT AND MACHINERIES   
KU-512              ,KUANG DEPOT CEMENT PUMPING GROUP        
KU-512BF01          ,"FILTER, BAG                             "
KU-512BF02          ,"FILTER, BAG                             "
KU-512BF03          ,"FILTER, BAG                             "
KU-512BF04          ,"FILTER, BAG                             "
KU-512BF05          ,"FILTER, BAG                             "
KU-512BF06          ,"FILTER, BAG                             "
KU-512CP01          ,"COMPRESSOR, AIR, CENTAC                 "
KU-512CP02          ,"COMPRESSOR, AIR                         "
KU-512CP03          ,"COMP, AIR FOR DUST PLANT, INGERSOLL RAND"
KU-512CP04          ,"COMPRESSOR, AIR FOR BAG FILTER          "
KU-512CP05          ,"COMPRESSOR, AIR                         "
KU-512DY01          ,"DRYER, AIR FOR CONTROL AIR CENTAC COMPRE"
KU-512FN01          ,"FAN, EXHAUST                            "
KU-512FN02          ,"FAN, EXHAUST                            "
KU-512FN03          ,"FAN, EXHAUST                            "
KU-512FN04          ,"FAN, EXHAUST                            "
KU-512FN05          ,"FAN, EXHAUST                            "
KU-512FN06          ,"FAN, EXHAUST                            "
KU-512SI01          ,"SILO, 1 KUANG CEMENT STORAGE            "
KU-512SI02          ,"SILO, 2 KUANG CEMENT STORAGE            "
KU-512SI03          ,"SILO, 3 KUANG CEMENT STORAGE            "
KU-512SI04          ,"SILO, 4 KUANG CEMENT STORAGE            "
KU-512SI05          ,"SILO, 5 KUANG CEMENT STORAGE            "
KU-512SI06          ,"SILO, 6 KUANG CEMENT STORAGE            "
KU-522              ,KUANG DEPOT CEMENT EXTRACTION GROUP     
KU-522AS01          ,"AIR SLIDE, EXTRACTION                   "
KU-522BE01          ,"ELEVATOR, BUCKET                        "
KU-522BF01          ,"FILTER, BAG                             "
KU-522BF02          ,"FILTER, BAG                             "
KU-522BF03          ,"FILTER, BAG                             "
KU-522BF04          ,"FILTER, BAG                             "
KU-522BF05          ,"FILTER, BAG                             "
KU-522BF06          ,"FILTER, BAG                             "
KU-522BI01          ,"BIN, STORAGE CEMENT HOPPER              "
KU-522FN01          ,"FAN, EXHAUST                            "
KU-522FN02          ,"FAN, EXHAUST                            "
KU-522FN03          ,"FAN, EXHAUST                            "
KU-522FN04          ,"FAN, EXHAUST                            "
KU-522FN05          ,"FAN, EXHAUST                            "
KU-522FN06          ,"FAN, EXHAUST                            "
KU-522FN07          ,"FAN, AIRSLIDE                           "
KU-522GA01          ,"GATE, MANUAL                            "
KU-522GA02          ,"GATE, MANUAL                            "
KU-522GA03          ,"GATE, MANUAL                            "
KU-522GA04          ,"GATE, MANUAL                            "
KU-522GA05          ,"GATE, MANUAL                            "
KU-522GA06          ,"GATE, MANUAL                            "
KU-522GA07          ,"GATE, MANUAL                            "
KU-522GA08          ,"GATE, MANUAL                            "
KU-522GA09          ,"GATE, MANUAL                            "
KU-522RF01          ,"FEEDER, ROTARY                          "
KU-522RF02          ,"FEEDER, ROTARY                          "
KU-522RF03          ,"FEEDER, ROTARY                          "
KU-522RF04          ,"FEEDER, ROTARY                          "
KU-522RF05          ,"FEEDER, ROTARY                          "
KU-522RF06          ,"FEEDER, ROTARY                          "
KU-522RF07          ,"FEEDER, ROTARY                          "
KU-522RF08          ,"FEEDER, ROTARY                          "
KU-522TF01          ,"FEEDER, TABLE                           "
KU-522VS01          ,"SCREEN, VIBRATING                       "
KU-532              ,KUANG DEPOT PACKING&DISPATCH GROUP      
KU-532BC01          ,"CONVEYOR, BELT, TIPPING                 "
KU-532BC02          ,"CONVEYOR, BELT                          "
KU-532BC03          ,"CONVEYOR, BELT, TELESCOPIC              "
KU-532BC04          ,"CONVEYOR, BELT                          "
KU-532BC05          ,"CONVEYOR, BELT                          "
KU-532BC06          ,"CONVEYOR, BELT, TELESCOPIC              "
KU-532BD01          ,"DEVIATOR, BAG, BELT                     "
KU-532BF01          ,"FILTER, BAG                             "
KU-532CP01          ,"COMPRESSOR, AIR                         "
KU-532DY01          ,"DRYER, AIR                              "
KU-532FN01          ,"FAN, EXHAUST                            "
KU-532PM01          ,"PACKER, ROTARY                          "
KU-532RF01          ,"FEEDER, ROTARY                          "
KU-532SC01          ,"CONVEYOR, SCREW                         "
KU-532SC02          ,"CONVEYOR, SCREW                         "
KU-532WB01          ,"BRIDGE, WEIGHT                          "
KU-532WB02          ,"BRIDGE, WEIGHT                          "
KU-A33              ,KUANG DEPOT-NON PLANT EQUIPMENT         
KU-A33CA01          ,"HOIST, ELECTRIC KUANG DEPOT             "
KU-A33CS01          ,CAPSTAN FOR WAGON SHUNTING              
KU-A33FI01          ,"PUMP, FIRE                              "
KU-A33FI02          ,"PUMP, FIRE                              "
KU-A33FI03          ,"PUMP, FIRE ALARM SYSTEM                 "
KU-A33FI04          ,"FIRE ALARM SYSTEM,PANEL                 "
KU-A33GE01          ,"GENERATOR, KUANG DEPOT                  "
KU-A33HV01          ,LOCOMOTIVE LOCOMOTIVE                   
KU-A33HV02          ,LOCOMOTIVE LOCOMOTIVE                   
KU-A33HV03          ,"SWEEPER, ROAD ROAD SWEEPER              "
KU-A33HV04          ,LOCOMOTIVE LOCOMOTIVE UNILOK3           
KU-A33VC01          ,"PUMP, VACUUM , CENTRAL                  "
KU-A33WP01          ,"PUMP, WATER, JET                        "
KU-A33WT01          ,"TANK, WATER                             "
KU-E00              ,KUANG DEPOT ELECTRICAL EQUIPMENT        
KU-E01SW01          ,"SWITCH GEAR, INCOMING                   "
MOMV07              ,MAIN MOTOR FOR 340BM01(A)               
MOMV08              ,MAIN MOTOR FOR 340BM01(B)               
NAS1695             ,SUZUKI VITARA NAS 1695                  
NH-220              ,LOCOMOTIVE NIIGATA LOCOMOTIVE           
P 4415              ,"TRANSMTR, PRESS PREHTR 2 CYC 1B PI-4415 "
P 4420              ,"TRANSMTR, PRESS PREHTR 2 CYC 2A PI-4420 "
